seq,condition,counter,rtt_ms,resp_type,req_bytes,unix_time
0,unsigned,,101.000,255,7,1787000229.540
0,signed,100000,156.000,3,79,1787000229.699
1,unsigned,,105.000,255,7,1787000229.806
1,signed,100001,192.000,3,79,1787000230.002
2,unsigned,,103.000,255,7,1787000230.107
2,signed,100002,142.000,3,79,1787000230.252
3,unsigned,,104.000,255,7,1787000230.358
3,signed,100003,144.000,3,79,1787000230.505
4,unsigned,,117.000,255,7,1787000230.625
4,signed,100004,142.000,3,79,1787000230.770
