seq,condition,counter,rtt_ms,resp_type,req_bytes,unix_time
301,signed,200301,150.000,3,79,1787000336.287
302,unsigned,,104.000,255,7,1787000336.394
302,signed,200302,145.000,3,79,1787000336.542
303,unsigned,,107.000,255,7,1787000336.650
303,signed,200303,147.000,3,79,1787000336.799
304,unsigned,,102.000,255,7,1787000336.906
304,signed,200304,143.000,3,79,1787000337.050
305,unsigned,,106.000,255,7,1787000337.157
305,signed,200305,150.000,3,79,1787000337.308
306,unsigned,,105.000,255,7,1787000337.415
306,signed,200306,143.000,3,79,1787000337.561
307,unsigned,,104.000,255,7,1787000337.667
307,signed,200307,139.000,3,79,1787000337.810
308,unsigned,,106.000,255,7,1787000337.918
308,signed,200308,143.000,3,79,1787000338.065
309,unsigned,,103.000,255,7,1787000338.171
309,signed,200309,145.000,3,79,1787000338.317
310,unsigned,,100.000,255,7,1787000338.420
310,signed,200310,145.000,3,79,1787000338.569
311,unsigned,,102.000,255,7,1787000338.673
311,signed,200311,142.000,3,79,1787000338.819
312,unsigned,,105.000,255,7,1787000338.927
312,signed,200312,143.000,3,79,1787000339.073
313,unsigned,,107.000,255,7,1787000339.184
313,signed,200313,144.000,3,79,1787000339.330
314,unsigned,,117.000,255,7,1787000339.449
314,signed,200314,152.000,3,79,1787000339.602
315,unsigned,,104.000,255,7,1787000339.707
315,signed,200315,143.000,3,79,1787000339.855
316,unsigned,,101.000,255,7,1787000339.959
316,signed,200316,147.000,3,79,1787000340.108
317,unsigned,,104.000,255,7,1787000340.215
317,signed,200317,141.000,3,79,1787000340.358
318,unsigned,,102.000,255,7,1787000340.463
318,signed,200318,143.000,3,79,1787000340.608
319,unsigned,,102.000,255,7,1787000340.710
319,signed,200319,142.000,3,79,1787000340.855
320,unsigned,,103.000,255,7,1787000340.960
320,signed,200320,160.000,3,79,1787000341.122
321,unsigned,,104.000,255,7,1787000341.228
321,signed,200321,160.000,3,79,1787000341.392
322,unsigned,,106.000,255,7,1787000341.500
322,signed,200322,143.000,3,79,1787000341.646
323,unsigned,,106.000,255,7,1787000341.755
323,signed,200323,142.000,3,79,1787000341.901
324,unsigned,,99.000,255,7,1787000342.003
324,signed,200324,146.000,3,79,1787000342.152
325,unsigned,,102.000,255,7,1787000342.257
325,signed,200325,146.000,3,79,1787000342.406
326,unsigned,,102.000,255,7,1787000342.510
326,signed,200326,144.000,3,79,1787000342.656
327,unsigned,,98.000,255,7,1787000342.758
327,signed,200327,146.000,3,79,1787000342.907
328,unsigned,,103.000,255,7,1787000343.013
328,signed,200328,146.000,3,79,1787000343.161
329,unsigned,,101.000,255,7,1787000343.266
329,signed,200329,144.000,3,79,1787000343.412
330,unsigned,,101.000,255,7,1787000343.516
330,signed,200330,143.000,3,79,1787000343.662
331,unsigned,,104.000,255,7,1787000343.767
331,signed,200331,140.000,3,79,1787000343.909
332,unsigned,,104.000,255,7,1787000344.015
332,signed,200332,149.000,3,79,1787000344.167
333,unsigned,,102.000,255,7,1787000344.272
333,signed,200333,148.000,3,79,1787000344.423
334,unsigned,,103.000,255,7,1787000344.530
334,signed,200334,143.000,3,79,1787000344.677
335,unsigned,,101.000,255,7,1787000344.780
335,signed,200335,142.000,3,79,1787000344.926
336,unsigned,,102.000,255,7,1787000345.030
336,signed,200336,147.000,3,79,1787000345.179
337,unsigned,,104.000,255,7,1787000345.286
337,signed,200337,143.000,3,79,1787000345.431
338,unsigned,,104.000,255,7,1787000345.537
338,signed,200338,140.000,3,79,1787000345.681
339,unsigned,,99.000,255,7,1787000345.783
339,signed,200339,145.000,3,79,1787000345.932
340,unsigned,,100.000,255,7,1787000346.035
340,signed,200340,141.000,3,79,1787000346.180
341,unsigned,,101.000,255,7,1787000346.283
341,signed,200341,148.000,3,79,1787000346.434
342,unsigned,,101.000,255,7,1787000346.538
342,signed,200342,143.000,3,79,1787000346.684
343,unsigned,,109.000,255,7,1787000346.795
343,signed,200343,144.000,3,79,1787000346.942
344,unsigned,,103.000,255,7,1787000347.048
344,signed,200344,141.000,3,79,1787000347.193
345,unsigned,,105.000,255,7,1787000347.301
345,signed,200345,144.000,3,79,1787000347.449
346,unsigned,,107.000,255,7,1787000347.558
346,signed,200346,148.000,3,79,1787000347.710
347,unsigned,,101.000,255,7,1787000347.814
347,signed,200347,143.000,3,79,1787000347.960
348,unsigned,,106.000,255,7,1787000348.068
348,signed,200348,147.000,3,79,1787000348.217
349,unsigned,,107.000,255,7,1787000348.327
349,signed,200349,151.000,3,79,1787000348.480
350,unsigned,,101.000,255,7,1787000348.583
350,signed,200350,145.000,3,79,1787000348.731
351,unsigned,,103.000,255,7,1787000348.837
351,signed,200351,142.000,3,79,1787000348.982
352,unsigned,,108.000,255,7,1787000349.094
352,signed,200352,146.000,3,79,1787000349.243
353,unsigned,,104.000,255,7,1787000349.351
353,signed,200353,141.000,3,79,1787000349.494
354,unsigned,,109.000,255,7,1787000349.606
354,signed,200354,141.000,3,79,1787000349.750
355,unsigned,,103.000,255,7,1787000349.855
355,signed,200355,144.000,3,79,1787000350.002
356,unsigned,,103.000,255,7,1787000350.108
356,signed,200356,149.000,3,79,1787000350.261
357,unsigned,,101.000,255,7,1787000350.364
357,signed,200357,147.000,3,79,1787000350.514
358,unsigned,,99.000,255,7,1787000350.619
358,signed,200358,143.000,3,79,1787000350.765
359,unsigned,,104.000,255,7,1787000350.872
359,signed,200359,143.000,3,79,1787000351.017
360,unsigned,,101.000,255,7,1787000351.119
360,signed,200360,174.000,3,79,1787000351.296
361,unsigned,,106.000,255,7,1787000351.402
361,signed,200361,142.000,3,79,1787000351.546
362,unsigned,,107.000,255,7,1787000351.655
362,signed,200362,145.000,3,79,1787000351.802
363,unsigned,,105.000,255,7,1787000351.909
363,signed,200363,147.000,3,79,1787000352.059
364,unsigned,,116.000,255,7,1787000352.178
364,signed,200364,145.000,3,79,1787000352.327
365,unsigned,,109.000,255,7,1787000352.440
365,signed,200365,141.000,3,79,1787000352.584
366,unsigned,,104.000,255,7,1787000352.688
366,signed,200366,144.000,3,79,1787000352.834
367,unsigned,,104.000,255,7,1787000352.940
367,signed,200367,144.000,3,79,1787000353.089
368,unsigned,,110.000,255,7,1787000353.202
368,signed,200368,146.000,3,79,1787000353.351
369,unsigned,,104.000,255,7,1787000353.458
369,signed,200369,143.000,3,79,1787000353.605
370,unsigned,,102.000,255,7,1787000353.711
370,signed,200370,142.000,3,79,1787000353.856
371,unsigned,,103.000,255,7,1787000353.961
371,signed,200371,140.000,3,79,1787000354.105
372,unsigned,,105.000,255,7,1787000354.213
372,signed,200372,143.000,3,79,1787000354.360
373,unsigned,,101.000,255,7,1787000354.463
373,signed,200373,145.000,3,79,1787000354.610
374,unsigned,,103.000,255,7,1787000354.716
374,signed,200374,146.000,3,79,1787000354.865
375,unsigned,,165.000,255,7,1787000355.033
375,signed,200375,143.000,3,79,1787000355.180
376,unsigned,,102.000,255,7,1787000355.285
376,signed,200376,142.000,3,79,1787000355.430
377,unsigned,,100.000,255,7,1787000355.533
377,signed,200377,140.000,3,79,1787000355.676
378,unsigned,,101.000,255,7,1787000355.780
378,signed,200378,145.000,3,79,1787000355.927
379,unsigned,,109.000,255,7,1787000356.039
379,signed,200379,142.000,3,79,1787000356.185
380,unsigned,,105.000,255,7,1787000356.292
380,signed,200380,143.000,3,79,1787000356.439
381,unsigned,,105.000,255,7,1787000356.546
381,signed,200381,142.000,3,79,1787000356.690
382,unsigned,,101.000,255,7,1787000356.794
382,signed,200382,148.000,3,79,1787000356.946
383,unsigned,,101.000,255,7,1787000357.050
383,signed,200383,143.000,3,79,1787000357.196
384,unsigned,,105.000,255,7,1787000357.304
384,signed,200384,159.000,3,79,1787000357.466
385,unsigned,,102.000,255,7,1787000357.571
385,signed,200385,146.000,3,79,1787000357.720
386,unsigned,,102.000,255,7,1787000357.824
386,signed,200386,141.000,3,79,1787000357.969
387,unsigned,,101.000,255,7,1787000358.073
387,signed,200387,142.000,3,79,1787000358.219
388,unsigned,,103.000,255,7,1787000358.324
388,signed,200388,143.000,3,79,1787000358.470
389,unsigned,,102.000,255,7,1787000358.574
389,signed,200389,146.000,3,79,1787000358.723
390,unsigned,,104.000,255,7,1787000358.829
390,signed,200390,147.000,3,79,1787000358.978
391,unsigned,,102.000,255,7,1787000359.084
391,signed,200391,144.000,3,79,1787000359.231
392,unsigned,,107.000,255,7,1787000359.341
392,signed,200392,146.000,3,79,1787000359.490
393,unsigned,,103.000,255,7,1787000359.597
393,signed,200393,142.000,3,79,1787000359.744
394,unsigned,,104.000,255,7,1787000359.852
394,signed,200394,142.000,3,79,1787000359.998
395,unsigned,,110.000,255,7,1787000360.110
395,signed,200395,144.000,3,79,1787000360.257
396,unsigned,,104.000,255,7,1787000360.363
396,signed,200396,144.000,3,79,1787000360.510
397,unsigned,,102.000,255,7,1787000360.616
397,signed,200397,141.000,3,79,1787000360.759
398,unsigned,,102.000,255,7,1787000360.864
398,signed,200398,145.000,3,79,1787000361.012
399,unsigned,,101.000,255,7,1787000361.115
399,signed,200399,168.000,3,79,1787000361.287
400,unsigned,,104.000,255,7,1787000361.393
400,signed,200400,144.000,3,79,1787000361.541
401,unsigned,,104.000,255,7,1787000361.648
401,signed,200401,148.000,3,79,1787000361.799
402,unsigned,,99.000,255,7,1787000361.901
402,signed,200402,147.000,3,79,1787000362.051
403,unsigned,,102.000,255,7,1787000362.156
403,signed,200403,144.000,3,79,1787000362.301
404,unsigned,,107.000,255,7,1787000362.411
404,signed,200404,140.000,3,79,1787000362.555
405,unsigned,,102.000,255,7,1787000362.659
405,signed,200405,151.000,3,79,1787000362.814
406,unsigned,,107.000,255,7,1787000362.924
406,signed,200406,141.000,3,79,1787000363.069
407,unsigned,,102.000,255,7,1787000363.174
407,signed,200407,145.000,3,79,1787000363.322
408,unsigned,,105.000,255,7,1787000363.430
408,signed,200408,146.000,3,79,1787000363.579
409,unsigned,,101.000,255,7,1787000363.683
409,signed,200409,144.000,3,79,1787000363.830
410,unsigned,,104.000,255,7,1787000363.937
410,signed,200410,150.000,3,79,1787000364.090
411,unsigned,,105.000,255,7,1787000364.197
411,signed,200411,143.000,3,79,1787000364.342
412,unsigned,,105.000,255,7,1787000364.450
412,signed,200412,147.000,3,79,1787000364.600
413,unsigned,,105.000,255,7,1787000364.708
413,signed,200413,141.000,3,79,1787000364.851
414,unsigned,,101.000,255,7,1787000364.955
414,signed,200414,145.000,3,79,1787000365.103
415,unsigned,,103.000,255,7,1787000365.209
415,signed,200415,141.000,3,79,1787000365.353
416,unsigned,,100.000,255,7,1787000365.455
416,signed,200416,145.000,3,79,1787000365.602
417,unsigned,,103.000,255,7,1787000365.707
417,signed,200417,144.000,3,79,1787000365.854
418,unsigned,,103.000,255,7,1787000365.961
418,signed,200418,142.000,3,79,1787000366.107
419,unsigned,,103.000,255,7,1787000366.213
419,signed,200419,148.000,3,79,1787000366.362
420,unsigned,,105.000,255,7,1787000366.469
420,signed,200420,154.000,3,79,1787000366.626
421,unsigned,,103.000,255,7,1787000366.731
421,signed,200421,142.000,3,79,1787000366.877
422,unsigned,,101.000,255,7,1787000366.981
422,signed,200422,143.000,3,79,1787000367.127
423,unsigned,,103.000,255,7,1787000367.232
423,signed,200423,146.000,3,79,1787000367.382
424,unsigned,,102.000,255,7,1787000367.487
424,signed,200424,142.000,3,79,1787000367.633
425,unsigned,,100.000,255,7,1787000367.736
425,signed,200425,141.000,3,79,1787000367.880
426,unsigned,,102.000,255,7,1787000367.984
426,signed,200426,150.000,3,79,1787000368.138
427,unsigned,,101.000,255,7,1787000368.243
427,signed,200427,142.000,3,79,1787000368.389
428,unsigned,,102.000,255,7,1787000368.494
428,signed,200428,142.000,3,79,1787000368.640
429,unsigned,,101.000,255,7,1787000368.744
429,signed,200429,140.000,3,79,1787000368.888
430,unsigned,,102.000,255,7,1787000368.991
430,signed,200430,142.000,3,79,1787000369.134
431,unsigned,,102.000,255,7,1787000369.240
431,signed,200431,144.000,3,79,1787000369.387
432,unsigned,,102.000,255,7,1787000369.492
432,signed,200432,142.000,3,79,1787000369.637
433,unsigned,,103.000,255,7,1787000369.743
433,signed,200433,140.000,3,79,1787000369.886
434,unsigned,,101.000,255,7,1787000369.991
434,signed,200434,142.000,3,79,1787000370.137
435,unsigned,,103.000,255,7,1787000370.242
435,signed,200435,140.000,3,79,1787000370.386
436,unsigned,,105.000,255,7,1787000370.494
436,signed,200436,148.000,3,79,1787000370.646
437,unsigned,,104.000,255,7,1787000370.753
437,signed,200437,146.000,3,79,1787000370.903
438,unsigned,,103.000,255,7,1787000371.009
438,signed,200438,151.000,3,79,1787000371.163
439,unsigned,,105.000,255,7,1787000371.270
439,signed,200439,155.000,3,79,1787000371.428
440,unsigned,,111.000,255,7,1787000371.541
440,signed,200440,145.000,3,79,1787000371.689
441,unsigned,,100.000,255,7,1787000371.792
441,signed,200441,143.000,3,79,1787000371.939
442,unsigned,,106.000,255,7,1787000372.048
442,signed,200442,142.000,3,79,1787000372.193
443,unsigned,,102.000,255,7,1787000372.298
443,signed,200443,146.000,3,79,1787000372.447
444,unsigned,,101.000,255,7,1787000372.550
444,signed,200444,143.000,3,79,1787000372.696
445,unsigned,,103.000,255,7,1787000372.801
445,signed,200445,147.000,3,79,1787000372.951
446,unsigned,,104.000,255,7,1787000373.058
446,signed,200446,136.000,3,79,1787000373.198
447,unsigned,,100.000,255,7,1787000373.301
447,signed,200447,143.000,3,79,1787000373.447
448,unsigned,,105.000,255,7,1787000373.554
448,signed,200448,160.000,3,79,1787000373.717
449,unsigned,,101.000,255,7,1787000373.821
449,signed,200449,144.000,3,79,1787000373.969
450,unsigned,,107.000,255,7,1787000374.078
450,signed,200450,145.000,3,79,1787000374.227
451,unsigned,,101.000,255,7,1787000374.331
451,signed,200451,144.000,3,79,1787000374.477
452,unsigned,,101.000,255,7,1787000374.580
452,signed,200452,144.000,3,79,1787000374.726
453,unsigned,,103.000,255,7,1787000374.833
453,signed,200453,143.000,3,79,1787000374.980
454,unsigned,,101.000,255,7,1787000375.084
454,signed,200454,148.000,3,79,1787000375.235
455,unsigned,,105.000,255,7,1787000375.343
455,signed,200455,145.000,3,79,1787000375.490
456,unsigned,,103.000,255,7,1787000375.595
456,signed,200456,151.000,3,79,1787000375.750
457,unsigned,,103.000,255,7,1787000375.856
457,signed,200457,142.000,3,79,1787000376.001
458,unsigned,,105.000,255,7,1787000376.107
458,signed,200458,145.000,3,79,1787000376.254
459,unsigned,,109.000,255,7,1787000376.366
459,signed,200459,147.000,3,79,1787000376.514
460,unsigned,,100.000,255,7,1787000376.618
460,signed,200460,139.000,3,79,1787000376.760
461,unsigned,,105.000,255,7,1787000376.867
461,signed,200461,143.000,3,79,1787000377.014
462,unsigned,,101.000,255,7,1787000377.118
462,signed,200462,146.000,3,79,1787000377.266
463,unsigned,,100.000,255,7,1787000377.369
463,signed,200463,145.000,3,79,1787000377.515
464,unsigned,,107.000,255,7,1787000377.625
464,signed,200464,143.000,3,79,1787000377.771
465,unsigned,,101.000,255,7,1787000377.874
465,signed,200465,147.000,3,79,1787000378.024
466,unsigned,,104.000,255,7,1787000378.132
466,signed,200466,143.000,3,79,1787000378.278
467,unsigned,,103.000,255,7,1787000378.383
467,signed,200467,147.000,3,79,1787000378.532
468,unsigned,,103.000,255,7,1787000378.637
468,signed,200468,144.000,3,79,1787000378.784
469,unsigned,,107.000,255,7,1787000378.893
469,signed,200469,192.000,3,79,1787000379.088
470,unsigned,,107.000,255,7,1787000379.197
470,signed,200470,145.000,3,79,1787000379.345
471,unsigned,,104.000,255,7,1787000379.451
471,signed,200471,146.000,3,79,1787000379.599
472,unsigned,,113.000,255,7,1787000379.714
472,signed,200472,145.000,3,79,1787000379.862
473,unsigned,,103.000,255,7,1787000379.968
473,signed,200473,142.000,3,79,1787000380.113
474,unsigned,,103.000,255,7,1787000380.219
474,signed,200474,143.000,3,79,1787000380.365
475,unsigned,,104.000,255,7,1787000380.471
475,signed,200475,142.000,3,79,1787000380.615
476,unsigned,,104.000,255,7,1787000380.723
476,signed,200476,146.000,3,79,1787000380.872
477,unsigned,,100.000,255,7,1787000380.974
477,signed,200477,145.000,3,79,1787000381.123
478,unsigned,,104.000,255,7,1787000381.229
478,signed,200478,149.000,3,79,1787000381.382
479,unsigned,,103.000,255,7,1787000381.487
479,signed,200479,147.000,3,79,1787000381.637
480,unsigned,,103.000,255,7,1787000381.743
480,signed,200480,146.000,3,79,1787000381.892
481,unsigned,,103.000,255,7,1787000381.998
481,signed,200481,143.000,3,79,1787000382.145
482,unsigned,,101.000,255,7,1787000382.249
482,signed,200482,143.000,3,79,1787000382.396
483,unsigned,,102.000,255,7,1787000382.501
483,signed,200483,140.000,3,79,1787000382.644
484,unsigned,,103.000,255,7,1787000382.750
484,signed,200484,143.000,3,79,1787000382.897
485,unsigned,,102.000,255,7,1787000383.003
485,signed,200485,144.000,3,79,1787000383.149
486,unsigned,,101.000,255,7,1787000383.252
486,signed,200486,142.000,3,79,1787000383.399
487,unsigned,,106.000,255,7,1787000383.508
487,signed,200487,158.000,3,79,1787000383.670
488,unsigned,,101.000,255,7,1787000383.775
488,signed,200488,144.000,3,79,1787000383.923
489,unsigned,,103.000,255,7,1787000384.029
489,signed,200489,148.000,3,79,1787000384.179
490,unsigned,,100.000,255,7,1787000384.282
490,signed,200490,142.000,3,79,1787000384.428
491,unsigned,,104.000,255,7,1787000384.537
491,signed,200491,147.000,3,79,1787000384.687
492,unsigned,,103.000,255,7,1787000384.794
492,signed,200492,148.000,3,79,1787000384.945
493,unsigned,,100.000,255,7,1787000385.048
493,signed,200493,148.000,3,79,1787000385.199
494,unsigned,,105.000,255,7,1787000385.307
494,signed,200494,146.000,3,79,1787000385.455
495,unsigned,,104.000,255,7,1787000385.561
495,signed,200495,144.000,3,79,1787000385.707
496,unsigned,,103.000,255,7,1787000385.813
496,signed,200496,145.000,3,79,1787000385.962
497,unsigned,,103.000,255,7,1787000386.068
497,signed,200497,142.000,3,79,1787000386.213
498,unsigned,,100.000,255,7,1787000386.315
498,signed,200498,144.000,3,79,1787000386.463
499,unsigned,,111.000,255,7,1787000386.577
499,signed,200499,145.000,3,79,1787000386.726
500,unsigned,,102.000,255,7,1787000386.831
500,signed,200500,146.000,3,79,1787000386.981
501,unsigned,,104.000,255,7,1787000387.088
501,signed,200501,141.000,3,79,1787000387.232
502,unsigned,,102.000,255,7,1787000387.338
502,signed,200502,143.000,3,79,1787000387.483
503,unsigned,,104.000,255,7,1787000387.589
503,signed,200503,144.000,3,79,1787000387.736
504,unsigned,,99.000,255,7,1787000387.839
504,signed,200504,139.000,3,79,1787000387.982
505,unsigned,,106.000,255,7,1787000388.091
505,signed,200505,145.000,3,79,1787000388.239
506,unsigned,,102.000,255,7,1787000388.344
506,signed,200506,142.000,3,79,1787000388.489
507,unsigned,,103.000,255,7,1787000388.595
507,signed,200507,144.000,3,79,1787000388.742
508,unsigned,,103.000,255,7,1787000388.848
508,signed,200508,141.000,3,79,1787000388.992
509,unsigned,,101.000,255,7,1787000389.096
509,signed,200509,147.000,3,79,1787000389.246
510,unsigned,,101.000,255,7,1787000389.350
510,signed,200510,144.000,3,79,1787000389.498
511,unsigned,,103.000,255,7,1787000389.602
511,signed,200511,146.000,3,79,1787000389.751
512,unsigned,,103.000,255,7,1787000389.856
512,signed,200512,164.000,3,79,1787000390.022
513,unsigned,,111.000,255,7,1787000390.135
513,signed,200513,161.000,3,79,1787000390.299
514,unsigned,,105.000,255,7,1787000390.407
514,signed,200514,143.000,3,79,1787000390.554
515,unsigned,,104.000,255,7,1787000390.661
515,signed,200515,140.000,3,79,1787000390.805
516,unsigned,,105.000,255,7,1787000390.912
516,signed,200516,143.000,3,79,1787000391.059
517,unsigned,,102.000,255,7,1787000391.165
517,signed,200517,143.000,3,79,1787000391.310
518,unsigned,,129.000,255,7,1787000391.441
518,signed,200518,147.000,3,79,1787000391.591
519,unsigned,,105.000,255,7,1787000391.698
519,signed,200519,148.000,3,79,1787000391.849
520,unsigned,,103.000,255,7,1787000391.955
520,signed,200520,145.000,3,79,1787000392.104
521,unsigned,,107.000,255,7,1787000392.214
521,signed,200521,145.000,3,79,1787000392.362
522,unsigned,,103.000,255,7,1787000392.468
522,signed,200522,143.000,3,79,1787000392.614
523,unsigned,,103.000,255,7,1787000392.720
523,signed,200523,142.000,3,79,1787000392.866
524,unsigned,,104.000,255,7,1787000392.972
524,signed,200524,145.000,3,79,1787000393.120
525,unsigned,,106.000,255,7,1787000393.229
525,signed,200525,144.000,3,79,1787000393.376
526,unsigned,,102.000,255,7,1787000393.482
526,signed,200526,143.000,3,79,1787000393.627
527,unsigned,,101.000,255,7,1787000393.732
527,signed,200527,147.000,3,79,1787000393.883
528,unsigned,,101.000,255,7,1787000393.987
528,signed,200528,143.000,3,79,1787000394.133
529,unsigned,,112.000,255,7,1787000394.248
529,signed,200529,144.000,3,79,1787000394.396
530,unsigned,,100.000,255,7,1787000394.498
530,signed,200530,141.000,3,79,1787000394.643
531,unsigned,,100.000,255,7,1787000394.747
531,signed,200531,143.000,3,79,1787000394.894
532,unsigned,,101.000,255,7,1787000394.999
532,signed,200532,143.000,3,79,1787000395.145
533,unsigned,,101.000,255,7,1787000395.249
533,signed,200533,144.000,3,79,1787000395.397
534,unsigned,,105.000,255,7,1787000395.505
534,signed,200534,147.000,3,79,1787000395.654
535,unsigned,,100.000,255,7,1787000395.758
535,signed,200535,145.000,3,79,1787000395.907
536,unsigned,,103.000,255,7,1787000396.012
536,signed,200536,146.000,3,79,1787000396.161
537,unsigned,,102.000,255,7,1787000396.266
537,signed,200537,147.000,3,79,1787000396.417
538,unsigned,,102.000,255,7,1787000396.523
538,signed,200538,139.000,3,79,1787000396.665
539,unsigned,,101.000,255,7,1787000396.770
539,signed,200539,142.000,3,79,1787000396.916
540,unsigned,,102.000,255,7,1787000397.021
540,signed,200540,143.000,3,79,1787000397.167
541,unsigned,,101.000,255,7,1787000397.272
541,signed,200541,142.000,3,79,1787000397.417
542,unsigned,,101.000,255,7,1787000397.521
542,signed,200542,141.000,3,79,1787000397.666
543,unsigned,,103.000,255,7,1787000397.773
543,signed,200543,144.000,3,79,1787000397.920
544,unsigned,,101.000,255,7,1787000398.024
544,signed,200544,144.000,3,79,1787000398.170
545,unsigned,,106.000,255,7,1787000398.278
545,signed,200545,141.000,3,79,1787000398.422
546,unsigned,,106.000,255,7,1787000398.530
546,signed,200546,143.000,3,79,1787000398.676
547,unsigned,,102.000,255,7,1787000398.781
547,signed,200547,145.000,3,79,1787000398.929
548,unsigned,,106.000,255,7,1787000399.037
548,signed,200548,144.000,3,79,1787000399.183
549,unsigned,,102.000,255,7,1787000399.288
549,signed,200549,145.000,3,79,1787000399.437
550,unsigned,,102.000,255,7,1787000399.543
550,signed,200550,149.000,3,79,1787000399.694
551,unsigned,,103.000,255,7,1787000399.799
551,signed,200551,144.000,3,79,1787000399.947
552,unsigned,,104.000,255,7,1787000400.053
552,signed,200552,140.000,3,79,1787000400.197
553,unsigned,,106.000,255,7,1787000400.306
553,signed,200553,144.000,3,79,1787000400.454
554,unsigned,,101.000,255,7,1787000400.558
554,signed,200554,142.000,3,79,1787000400.704
555,unsigned,,110.000,255,7,1787000400.815
555,signed,200555,144.000,3,79,1787000400.962
556,unsigned,,108.000,255,7,1787000401.073
556,signed,200556,139.000,3,79,1787000401.217
557,unsigned,,103.000,255,7,1787000401.323
557,signed,200557,197.000,3,79,1787000401.521
558,unsigned,,103.000,255,7,1787000401.628
558,signed,200558,142.000,3,79,1787000401.775
559,unsigned,,109.000,255,7,1787000401.887
559,signed,200559,146.000,3,79,1787000402.035
560,unsigned,,104.000,255,7,1787000402.142
560,signed,200560,145.000,3,79,1787000402.290
561,unsigned,,100.000,255,7,1787000402.393
561,signed,200561,143.000,3,79,1787000402.538
562,unsigned,,103.000,255,7,1787000402.645
562,signed,200562,146.000,3,79,1787000402.794
563,unsigned,,103.000,255,7,1787000402.900
563,signed,200563,140.000,3,79,1787000403.044
564,unsigned,,103.000,255,7,1787000403.149
564,signed,200564,140.000,3,79,1787000403.291
565,unsigned,,102.000,255,7,1787000403.395
565,signed,200565,141.000,3,79,1787000403.539
566,unsigned,,105.000,255,7,1787000403.647
566,signed,200566,143.000,3,79,1787000403.793
567,unsigned,,104.000,255,7,1787000403.901
567,signed,200567,142.000,3,79,1787000404.046
568,unsigned,,104.000,255,7,1787000404.152
568,signed,200568,149.000,3,79,1787000404.304
569,unsigned,,103.000,255,7,1787000404.410
569,signed,200569,144.000,3,79,1787000404.558
570,unsigned,,103.000,255,7,1787000404.663
570,signed,200570,143.000,3,79,1787000404.811
571,unsigned,,107.000,255,7,1787000404.921
571,signed,200571,145.000,3,79,1787000405.069
572,unsigned,,101.000,255,7,1787000405.173
572,signed,200572,146.000,3,79,1787000405.322
573,unsigned,,105.000,255,7,1787000405.428
573,signed,200573,141.000,3,79,1787000405.573
574,unsigned,,103.000,255,7,1787000405.678
574,signed,200574,142.000,3,79,1787000405.824
575,unsigned,,102.000,255,7,1787000405.929
575,signed,200575,142.000,3,79,1787000406.075
576,unsigned,,113.000,255,7,1787000406.189
576,signed,200576,160.000,3,79,1787000406.351
577,unsigned,,102.000,255,7,1787000406.455
577,signed,200577,144.000,3,79,1787000406.602
578,unsigned,,104.000,255,7,1787000406.709
578,signed,200578,142.000,3,79,1787000406.855
579,unsigned,,103.000,255,7,1787000406.962
579,signed,200579,141.000,3,79,1787000407.107
580,unsigned,,102.000,255,7,1787000407.213
580,signed,200580,143.000,3,79,1787000407.360
581,unsigned,,104.000,255,7,1787000407.467
581,signed,200581,145.000,3,79,1787000407.615
582,unsigned,,103.000,255,7,1787000407.722
582,signed,200582,142.000,3,79,1787000407.867
583,unsigned,,105.000,255,7,1787000407.974
583,signed,200583,148.000,3,79,1787000408.125
584,unsigned,,100.000,255,7,1787000408.229
584,signed,200584,150.000,3,79,1787000408.382
585,unsigned,,102.000,255,7,1787000408.487
585,signed,200585,141.000,3,79,1787000408.632
586,unsigned,,102.000,255,7,1787000408.736
586,signed,200586,143.000,3,79,1787000408.882
587,unsigned,,102.000,255,7,1787000408.987
587,signed,200587,146.000,3,79,1787000409.136
588,unsigned,,101.000,255,7,1787000409.239
588,signed,200588,141.000,3,79,1787000409.383
589,unsigned,,104.000,255,7,1787000409.490
589,signed,200589,143.000,3,79,1787000409.637
590,unsigned,,103.000,255,7,1787000409.743
590,signed,200590,142.000,3,79,1787000409.888
591,unsigned,,103.000,255,7,1787000409.994
591,signed,200591,143.000,3,79,1787000410.140
592,unsigned,,103.000,255,7,1787000410.245
592,signed,200592,148.000,3,79,1787000410.396
593,unsigned,,100.000,255,7,1787000410.498
593,signed,200593,145.000,3,79,1787000410.646
594,unsigned,,103.000,255,7,1787000410.752
594,signed,200594,150.000,3,79,1787000410.905
595,unsigned,,101.000,255,7,1787000411.010
595,signed,200595,148.000,3,79,1787000411.161
596,unsigned,,105.000,255,7,1787000411.270
596,signed,200596,142.000,3,79,1787000411.415
597,unsigned,,135.000,255,7,1787000411.552
597,signed,200597,142.000,3,79,1787000411.696
598,unsigned,,104.000,255,7,1787000411.803
598,signed,200598,142.000,3,79,1787000411.948
599,unsigned,,103.000,255,7,1787000412.053
599,signed,200599,146.000,3,79,1787000412.202
600,unsigned,,107.000,255,7,1787000412.311
600,signed,200600,156.000,3,79,1787000412.471
601,unsigned,,113.000,255,7,1787000412.587
601,signed,200601,141.000,3,79,1787000412.731
602,unsigned,,103.000,255,7,1787000412.837
602,signed,200602,141.000,3,79,1787000412.982
603,unsigned,,144.000,255,7,1787000413.129
603,signed,200603,176.000,3,79,1787000413.308
604,unsigned,,104.000,255,7,1787000413.416
604,signed,200604,145.000,3,79,1787000413.565
